handle,location,review_title,rating_text,review_text,review_date,value_for_money,product_quality,customer_service,return_claim_made,incentivised_review,user_reviews_count,store_location,user_reviews_likes,rating_value,website,brand,page
Joann B.,,Coconut dream body wash,2 out of 5 stars,Why oh why did you change the formula for this product? Original one with aqua trim smells so nice but new one with blue trim is awful. Old Aussie saying ‘if it ain’t broke don’t fix it’. It was a mistake on your part.,2022-11-28T05:59:19.000Z,2,,,False,False,,Tweed,,2,ProductReview.com.au,ALDI,2
Tom,,Casa Life Led Star Path Lights 10 Pack,1 out of 5 stars,Do not buy this products. Frustrating to untangle and put together. I did not keep the receipt otherwise I would return them,2022-11-25T23:25:48.000Z,1,1,,False,False,2,,,1,ProductReview.com.au,ALDI,2
Doug,,Will not recycle,1 out of 5 stars,The two Aldi stores in my 10km surrounding area are the only two stores that refuse to let customers take their vege scraps for their animals. All the other fruit and veg shops including Coles and woolies are only too happy for their waste veg to be recycled.As a consequence I do not shop at Aldi anymore and I would recommend other environmentally aware people do the same.,2022-11-25T22:58:44.000Z,,,1,False,False,,Rockingham,,1,ProductReview.com.au,ALDI,2
A McD,,Discriminating of Person with Disability,1 out of 5 stars,"For ethical, moral reasons rethink shopping at Aldi.",2022-11-21T20:12:25.000Z,1,1,1,,False,6,,7,1,ProductReview.com.au,ALDI,2
rainerluck,,Not fit for consumption,1 out of 5 stars,I am floored as to why Staff at this branch think it is ok In offering blueberries that are already starting to foul up?! This should not happen. Other Supermarkets throw this sort of garbage in the bin. I tried finding a complaint channel with Aldi. This was not to be found. I guess they don't want customers feedback or complaints. Just have a look at these!,2022-11-21T04:28:07.000Z,,,,,,12,,4,1,ProductReview.com.au,ALDI,2
K Buckley,,Very disappointed,2 out of 5 stars,"I BUY sanz crackers every week from Harris dale, every time they are broken in the same place, I think that the way they are taken off truck delivering them is wrong , perhaps they could take a lighter approach in handling them. I will not buy them again until I have seen a change, next stop Coles to see if there more careful",2022-11-20T13:44:44.000Z,,,,,,3,,1,2,ProductReview.com.au,ALDI,2
Jennyc,,Not acceptable Aldi,1 out of 5 stars,"So disappointed with Aldi. Bought a 1 kg bag of avocados, and three were overripe, whilst the rest were as they should have been. No excuse to package fruit at different stages of development just to get rid of it and make money. Do the right thing and dispose of it!!",2022-11-20T06:26:53.000Z,,1,,False,False,5,Wonthaggi,,1,ProductReview.com.au,ALDI,2
Emmett,"Sydney, NSW",Bad service,1 out of 5 stars,Register 1 and 2 are for alcohol purchases only but Aldi Marsden Park never opens register 2 despite however long is the queue on 1 with people without alcohols.I some times wait 5 minutes to pay for a bottle of wine. Really bad service.,2022-11-19T01:03:38.000Z,3,5,,False,False,,,,1,ProductReview.com.au,ALDI,2
james yong,,All your cashier are terrible on customer service,1 out of 5 stars,"Every aldi cashier are rushing when scanning through the item, and just throw the item to you like they don’t give a crap.This policy makes aldi the worst supermarket in the world , never ever going back to you guys, I would give you guy’s negative score if there is an option.",2022-11-18T12:21:57.000Z,1,1,1,,False,3,,1,1,ProductReview.com.au,ALDI,2
Donna,"South East Queensland, QLD",Chicken kebabs,1 out of 5 stars,The roast chicken flavoured kebabs were terribly disappointed. We ended up throwing them away.,2022-11-18T08:18:28.000Z,1,,,False,False,,Morayfield,,1,ProductReview.com.au,ALDI,2
John Halloran,,Needs reviewing fresh stock control,1 out of 5 stars,"Great customer shopper spend nearly $200 fortnight at Aldi, use by dates on salad veges carrots etc are only 2-3 days ahead, as we are a pensioner customer we need at least 10 days to use all product, otherwise most groceries good value in cost and quality.",2022-11-18T05:56:37.000Z,,,,,,5,,9,1,ProductReview.com.au,ALDI,2
oz_consumer,,Small laptop table on wheels: atrocious quality from Aldi,1 out of 5 stars,"This was $40 down the drain. The smaller surface of the table came off after about two months use. The screw holes in the wooden table stripped. I should have noticed the screws went into wood and not metal, and taken it back straight away. Really disgusting for Aldi to provide such low quality.",2022-11-16T12:17:03.000Z,,,,,,93,,31,1,ProductReview.com.au,ALDI,2
Jules A.,,Different for sure. Good ? Nah.,2 out of 5 stars,"Aldi makes much of the fact that they employ Australians (well, duh !), to take the sting out of the fact that the profits all go back to the Motherland in Germany. But after a few interactions with the rarely sighted employees, you will wonder how on earth these people keep their jobs. They all have the aura of complete demoralisation; most don't even try to hide their disenchantment, openly griping about their managers in front of the growing line of customers while they gossip with their colleagues, eventually (maybe) getting around to op...ening up another check-out (if only there were other employees there to actually help). No amount of hipster advertising can put lipstick on this pig. The novelty factor of Aldi wears off pretty quickly once you move beyond the very limited range of regular grocery items they sell that are of comparable value to Coles and Woolworths. For the most part, their fresh food is of poor quality, their bread products are mostly awful, and their re-stocking process is appalling. The majority of the weekly bargains they spruik to lure people in are mostly cheap tat. All in all: the stores are deliberately understaffed, head office eschews any innovations in self-check out that would require capital investment, they offer the lowest quality goods to screw prices down, and then send all their profits back to Germany. For these reasons, Aldi is to be avoided. Unless you're just flat out broke, or like the feeling of shopping in a developing Eastern European country in the early 1990s.",2022-11-14T03:14:18.000Z,3,3,1,,False,3,,3,2,ProductReview.com.au,ALDI,2
Maree Tennant,,"Cannot contact Aldi by phone, no where on website doe it mention which stores sell appliances.",1 out of 5 stars,"Cannot contact ALDI by phone, no mention of where to buy appliances on website- poorpoorpoor",2022-11-11T03:02:01.000Z,,,,,,2,,2,1,ProductReview.com.au,ALDI,2
Nathan W.,,Highly recommended,5 out of 5 stars,"I highly recommend this store. Great value for money and terrific customer service. Though they don't have a wide range, what they do have is great value. I haven't had the bad experiences that people cite, in fact, I believe that all supermarket chains can have faults, yet Aldi puts in the efforts to improve whenever, wherever they can, as long as they are informed.",2022-11-10T23:38:34.000Z,5,5,5,,False,3,,2,5,ProductReview.com.au,ALDI,2
SHANNAN,"South East Queensland, QLD",Repeated poor quality,2 out of 5 stars,Totally pointless buying salad or veg products from Aldi. Prepacked salads are rotten well before used by date,2022-11-07T09:44:24.000Z,,,,,,,,,2,ProductReview.com.au,ALDI,3
Wilmoi,,Is Aldi Baldivis getting sloppy?,3 out of 5 stars,We did part of our shopping at Aldi Baldivis on Wednesday this week and purchased fresh fruit as usual. When unpacking at home we found that the golden kiwi-fruit in the pre-packed punnet were all rotten. What a disappointment as it required me to drive back to the Mall and return the bad item to Aldi. To rub salt into the wound I had to go to the back of a long queue and wait my turn to get a credit. This was not the first time that we saw fruit rotting in the shelves at this branch. Isn’t it the supplier who is supposed to check the condition of the merchandise to make sure it is good and healthy?,2022-11-05T01:58:16.000Z,,,,,,19,,11,3,ProductReview.com.au,ALDI,3
Sonya Taylor,,Aldi gives a crap,5 out of 5 stars,"Aldi now sells ""who gives a crap"" toilet paper"". woohoo been wanting to purchase for a while now, but not wanting to pay postage. Thank you for always considering the environment. It may cost a little more than the regular toilet paper, but love that you give the customers a choice.",2022-11-05T00:34:18.000Z,,,,,,2,,1,5,ProductReview.com.au,ALDI,3
thomasaway,,Weight of product in packet was not correct,1 out of 5 stars,"Bought a 1 kg packet of raisins but it did not scan on self service checkout. Staff over ride ""under weight"" warning but later realised the 1kg packet was only 700 g. Same staff had an a attitude when I tried to return/exchange the product.",2022-11-03T09:17:43.000Z,,,,,,8,,4,1,ProductReview.com.au,ALDI,3
Anthony bogle,,Aldis is just getting to expensive to shop there,1 out of 5 stars,"Hello aldis shoppers i have noticed since i was an avid shopper and lover of aldis, i have now found that they have become just as expensive and sometimes more expensive as coles and woolworths.Over the last month as i shop fortnightly to a strict list i have found that aldis prices have just sored very high.I have since had to change the way i shop now and aldis isnt on that list anymore.",2022-11-02T23:26:27.000Z,,,,,,4,,4,1,ProductReview.com.au,ALDI,3
Robert A.,"Darling Downs, QLD",Aldi Data Sim not working,1 out of 5 stars,I have submitted an esupport ticket but have not received a reply so I just wondering if there is anybody there,2022-11-02T01:39:23.000Z,,,,,,,,,1,ProductReview.com.au,ALDI,3
